"","Subject","Age","Handedness","Sex","Condition","Cond_order","Dailyusage","Socialapps","Vision","date","set_size","correct_answer","response_time","response_timed_out"
"17","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.45662108587555,FALSE
"18","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.49499529669994,FALSE
"19","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.75925872934297,FALSE
"20","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.16184738972399,FALSE
"21","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.35332009883324,FALSE
"22","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.85635244862955,FALSE
"23","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,2.52070597352669,FALSE
"24","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,1.91841622703813,FALSE
"25","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.29120784933519,FALSE
"26","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,0.968405887001389,FALSE
"27","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,1.17695617188486,FALSE
"28","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.45662108587555,FALSE
"29","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.83072475875533,FALSE
"30","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.562022296032116,FALSE
"31","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.79275843063001,FALSE
"32","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,1.32323820083829,FALSE
"33","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.75702541592383,FALSE
"34","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.67041015453028,FALSE
"35","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.77800510152977,FALSE
"36","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.589204028699387,FALSE
"37","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.48460228126833,FALSE
"38","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,2.13856279073387,FALSE
"39","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.16460511491622,FALSE
"40","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.36468287244214,FALSE
"41","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.68841026395409,FALSE
"42","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.88433364402233,FALSE
"43","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.81717877507966,FALSE
"44","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.749896036526493,FALSE
"45","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.83519138559361,FALSE
"46","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,1.79000070543779,FALSE
"47","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.844232638136436,FALSE
"48","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.56720952716706,FALSE
"49","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.06920649977477,FALSE
"50","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,2.00761220440313,FALSE
"51","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.47021195220919,FALSE
"52","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.24156561271391,FALSE
"53","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.23037313455679,FALSE
"54","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.03730625002545,FALSE
"55","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,0.951391516552088,FALSE
"56","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,1.34333802161052,FALSE
"57","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.23120748458913,FALSE
"58","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.2952539499357,FALSE
"59","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.44840880496986,FALSE
"60","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,FALSE,1.37667481332476,FALSE
"61","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,4.37506098808812,FALSE
"62","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,2.02903639733927,FALSE
"63","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.52760928643466,FALSE
"64","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.537238951541368,FALSE
"65","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,FALSE,1.12920686452083,FALSE
"66","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.81081100803605,FALSE
"67","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,2.53509630258583,FALSE
"68","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.74961063599507,FALSE
"69","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.24053777116686,FALSE
"70","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,0.747043338701112,FALSE
"71","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.55379389478242,FALSE
"72","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,1.6309039600363,FALSE
"73","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.68841026395409,FALSE
"74","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.93321175211801,FALSE
"75","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.73041051927634,FALSE
"76","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,0.896675337783248,FALSE
"77","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,TRUE,0.657158360367566,FALSE
"78","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,1.3053716934852,FALSE
"79","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.04880637576111,FALSE
"80","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,0.750004559325735,FALSE
"81","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.03320628092713,FALSE
"82","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,3.72516678311944,FALSE
"83","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,0.90840552225533,FALSE
"84","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,FALSE,2.20093037455888,FALSE
"85","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.91041161351451,FALSE
"86","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,0.94920577028265,FALSE
"87","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.21080736057547,FALSE
"88","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",6,TRUE,1.5696095417569,FALSE
"89","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",18,TRUE,2.83295807217447,FALSE
"90","8cb386cc",42,"R","Male","Phone present","1st","between 1 and 3 hours",">3","Corrected vision","2021-08-12_11h56.37.054",12,FALSE,1.16401772833963,FALSE
"91","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.13579109325904,FALSE
"92","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,0.789126712197969,FALSE
"93","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.12222453991246,FALSE
"94","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.1809865695321,FALSE
"95","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.38408670576639,FALSE
"96","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.80623210205722,FALSE
"97","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.20561431620529,FALSE
"98","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.85064215761181,FALSE
"99","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.98112389488146,FALSE
"100","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.65119873652387,FALSE
"101","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.686032404000667,FALSE
"102","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.910029339066153,FALSE
"103","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.752503916388927,FALSE
"104","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.03503976489934,FALSE
"105","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.973250349992605,FALSE
"106","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,FALSE,1.29829307529793,FALSE
"107","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.79117725409545,FALSE
"108","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.40488205151909,FALSE
"109","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.69023515725771,FALSE
"110","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,FALSE,1.01074404852802,FALSE
"111","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.837349711544827,FALSE
"112","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.15200149384002,FALSE
"113","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,0.689736266697515,FALSE
"114","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,0.738694171602783,FALSE
"115","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.90031385907397,FALSE
"116","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.877127790071783,FALSE
"117","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,FALSE,1.328785391482,FALSE
"118","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.734413354080125,FALSE
"119","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.766574353740217,FALSE
"120","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.748984282574243,FALSE
"121","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.25662322385576,FALSE
"122","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.19340308443599,FALSE
"123","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.45021813452592,FALSE
"124","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.34407625971507,FALSE
"125","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.958317162887794,FALSE
"126","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.38313457090803,FALSE
"127","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.1370683067352,FALSE
"128","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,0.687475158639641,FALSE
"129","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.752398123626887,FALSE
"130","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.42577609405845,FALSE
"131","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.38641414653126,FALSE
"132","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,FALSE,1.4445531218434,FALSE
"133","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.38630835376922,FALSE
"134","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.748060620383256,FALSE
"135","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.24073751320249,FALSE
"136","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.51042018265972,FALSE
"137","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.43497302430752,FALSE
"138","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.29638450603542,FALSE
"139","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.21283870043433,FALSE
"140","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.33066321740536,FALSE
"141","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.837984468117066,FALSE
"142","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.83984192463374,FALSE
"143","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.52488407004997,FALSE
"144","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,2.32540217395425,FALSE
"145","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.06088222641605,FALSE
"146","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.38419249852843,FALSE
"147","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.925678759934164,FALSE
"148","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.60715628391833,FALSE
"149","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.63940165100453,FALSE
"150","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.88770706627576,FALSE
"151","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.45929947874258,FALSE
"152","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.49197740625015,FALSE
"153","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,FALSE,1.78421087575445,FALSE
"154","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.31235921310342,FALSE
"155","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,0.60001009265439,FALSE
"156","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.39137958892732,FALSE
"157","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,2.60381339221071,FALSE
"158","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.52398683100697,FALSE
"159","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,0.917026781036833,FALSE
"160","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,FALSE,1.34437620397499,FALSE
"161","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,FALSE,0.698232229462522,FALSE
"162","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.21677106227411,FALSE
"163","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,FALSE,0.863251732877833,FALSE
"164","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.751551781530569,FALSE
"165","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.36010565133411,FALSE
"166","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.04371353225962,FALSE
"167","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,0.717169133867641,FALSE
"168","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",18,TRUE,1.27919730648062,FALSE
"169","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.28362814903931,FALSE
"170","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",12,TRUE,1.55287261833623,FALSE
"171","c09ad05b",34,"R","Female","Phone present","1st","more than 3 hours","1-2","Corrected vision","2021-08-12_11h56.46.338",6,TRUE,1.52193467470422,FALSE
